0 0 0 0 0.995622 0.067638 -0.0170161 0.0622302 0
155 0.00165734 0.000564164 -0.000670511 0.996749 0.0526371 -0.0403358 0.0457668 2
651 0.00351951 0.00164269 -0.00217495 0.996423 0.0551308 -0.0451201 0.0454564 2
859 0.00457299 0.00197586 -0.00198601 0.995992 0.0580248 -0.0467908 0.0494363 2
1066 0.0043979 -0.000614278 0.0022481 0.995697 0.0554454 -0.0525156 0.052497 2
1271 0.00120597 -0.00443481 0.0109189 0.995987 0.0419147 -0.0657115 0.0439855 2
1478 0.001838 -0.000257689 0.0225394 0.99639 0.0460168 -0.0627394 0.0339643 2
1685 0.0298368 0.0152393 0.0630166 0.995921 0.0659224 -0.0520241 0.0329927 2
1887 0.0761281 0.021837 0.126691 0.995686 0.069784 -0.0412338 0.045159 3
2104 0.150465 0.0170244 0.203056 0.995807 0.0646645 -0.0473917 0.0440504 3
2308 0.230063 0.00918647 0.278001 0.994381 0.0646446 -0.0708364 0.0448286 3
2515 0.309417 0.00411393 0.327886 0.991699 0.0615422 -0.105876 0.0392042 3
2729 0.394299 0.00146101 0.351216 0.986069 0.0595816 -0.15294 0.0269704 3
2975 0.521473 -0.00604106 0.362206 0.972825 0.0619167 -0.221096 0.0299215 3
3205 0.669965 0.00654532 0.37176 0.957516 0.0468879 -0.278948 0.0561557 3
3437 0.772623 0.0149037 0.396926 0.943524 0.0596255 -0.322825 0.0446184 3
3645 0.855726 0.00804023 0.425904 0.947403 0.068703 -0.310242 0.0381635 3
3854 0.938185 0.00593003 0.476805 0.962237 0.0661138 -0.261407 0.0373651 3
4051 1.02834 0.0116565 0.532365 0.968222 0.0492908 -0.240481 0.0478035 3
4243 1.09897 0.0175496 0.55221 0.964067 0.0534119 -0.257028 0.0407202 3
4443 1.17741 0.00856171 0.573817 0.953124 0.0602643 -0.294079 0.0379662 3
4656 1.25675 -0.00954579 0.557211 0.940932 0.0741327 -0.328052 0.0391483 3
4877 1.36274 -0.00703557 0.54344 0.920413 0.0830497 -0.37893 0.0485339 3
5107 1.46378 -0.00193408 0.550116 0.877975 0.0940981 -0.46574 0.0582302 3
5331 1.54626 -0.00554588 0.583489 0.826193 0.0873429 -0.553025 0.0627752 3
5557 1.59584 -0.0039984 0.642186 0.760832 0.0841544 -0.638912 0.0764532 3
5784 1.613 -0.0108957 0.736317 0.679849 0.0784931 -0.724109 0.085501 3
6010 1.57426 -0.0129572 0.850175 0.59805 0.0697564 -0.792624 0.0960055 3
6221 1.51537 -0.00567672 0.931887 0.547753 0.0673621 -0.827698 0.10171 3
6445 1.40233 -0.00724023 1.02244 0.518621 0.0691515 -0.846035 0.102343 3
6675 1.25867 -0.0166385 1.11813 0.496609 0.0549921 -0.860195 0.102079 3
6888 1.16031 -0.00937205 1.21286 0.440858 0.0350749 -0.891237 0.100547 3
7089 1.08202 -0.0148295 1.2928 0.345704 0.0332663 -0.931987 0.103834 3
7289 1.00117 -0.0186391 1.36283 0.224045 0.0389622 -0.967354 0.111857 3
7462 0.94277 -0.0230982 1.43141 0.112212 0.0276345 -0.986398 0.116893 3
7618 0.877646 -0.021131 1.46863 -0.00196682 0.0117664 -0.992627 0.120621 3
7782 0.808414 -0.0149946 1.48393 -0.0996858 0.00213377 -0.987501 0.122069 3
7936 0.758514 -0.0163416 1.48617 -0.178206 -0.00111347 -0.975999 0.125168 3
8090 0.715074 -0.0199435 1.48341 -0.237101 -0.00591335 -0.964326 0.117576 3
8249 0.682879 -0.0202182 1.44504 -0.264521 -0.0072155 -0.957493 0.11482 3
8409 0.648444 -0.0229755 1.39508 -0.268116 -0.00485169 -0.955819 0.120419 3
8567 0.611181 -0.0299724 1.32712 -0.25171 -0.00707004 -0.959933 0.122969 3
8716 0.570635 -0.0327852 1.26193 -0.24751 -0.00934879 -0.962496 0.110696 3
8854 0.518187 -0.0253304 1.1731 -0.270862 -0.0128907 -0.957061 0.102478 3
8996 0.452611 -0.027727 1.11451 -0.306823 -0.0125061 -0.946293 0.101159 3
9135 0.384086 -0.0311631 1.07531 -0.342024 -0.0150005 -0.93342 0.107342 3
9271 0.311667 -0.0344037 1.0354 -0.375215 -0.0222617 -0.920511 0.106664 3
9424 0.234867 -0.040342 1.00412 -0.400171 -0.0307678 -0.910512 0.0994197 3
9566 0.134954 -0.0522797 0.980156 -0.42362 -0.0407124 -0.899416 0.0996946 3
9704 0.00970915 -0.034023 0.95939 -0.441845 -0.0493865 -0.890508 0.0965854 3
9854 -0.0518199 -0.0433374 0.912911 -0.462952 -0.044905 -0.880033 0.0959153 3
9992 -0.110865 -0.0476735 0.888721 -0.456664 -0.0339291 -0.883519 0.0984899 3
10138 -0.162848 -0.0497496 0.864297 -0.419969 -0.0346616 -0.901727 0.0965066 3
10277 -0.205561 -0.0551543 0.830272 -0.362164 -0.0213821 -0.927644 0.088636 3
10423 -0.258783 -0.0495181 0.756433 -0.326877 -0.021439 -0.941865 0.0747191 3
10577 -0.341771 -0.0463676 0.692486 -0.329455 -0.0250673 -0.940813 0.0755084 3
10731 -0.412519 -0.0491972 0.657113 -0.344991 -0.0261909 -0.934938 0.0786554 3
10888 -0.511393 -0.0598599 0.614514 -0.376703 -0.0286617 -0.922491 0.079269 3
11059 -0.5993 -0.0657635 0.586068 -0.405896 -0.0360043 -0.910107 0.0752127 3
11238 -0.750288 -0.0588884 0.528231 -0.463399 -0.0494998 -0.882518 0.0630297 3
11429 -0.854548 -0.0468147 0.466049 -0.529657 -0.0555079 -0.844085 0.0624719 3
11611 -0.963224 -0.0428183 0.369713 -0.618227 -0.0625891 -0.779916 0.0748952 3
11776 -1.03929 -0.0391048 0.296009 -0.664889 -0.069842 -0.738604 0.0866573 3
11914 -1.0961 -0.0320543 0.239309 -0.687105 -0.0687508 -0.718243 0.0853645 3
12044 -1.14246 -0.0238327 0.180739 -0.712242 -0.0855518 -0.69054 0.0924514 3
12190 -1.17868 -0.026408 0.129762 -0.742301 -0.0801729 -0.658954 0.0913309 3
12337 -1.21812 -0.0315957 0.0691089 -0.784179 -0.0804049 -0.610126 0.0796581 3
12507 -1.25382 -0.0384672 0.00373183 -0.829008 -0.0830961 -0.549487 0.0624949 3
12662 -1.27795 -0.0373725 -0.0509556 -0.866461 -0.0845137 -0.488433 0.0594617 3
12816 -1.27997 -0.0410265 -0.0912831 -0.892214 -0.0855292 -0.440321 0.0525023 3
12986 -1.25401 -0.0499019 -0.146632 -0.924398 -0.0811796 -0.370157 0.043381 3
13179 -1.19299 -0.0507694 -0.203162 -0.951215 -0.082756 -0.295318 0.0336078 3
13395 -1.06906 -0.0405575 -0.263346 -0.975413 -0.100169 -0.195874 0.0129747 3
13637 -0.948119 -0.0388355 -0.293684 -0.985923 -0.112236 -0.12242 -0.0193187 3
13859 -0.773907 -0.0386842 -0.306201 -0.988509 -0.125061 -0.0029122 -0.0848561 3
14078 -0.660825 -0.0466116 -0.297953 -0.984253 -0.120741 0.0652818 -0.111379 3
14305 -0.577695 -0.0575972 -0.292676 -0.97693 -0.0890534 0.143564 -0.13064 3
14545 -0.541961 -0.0640176 -0.306534 -0.965726 -0.0730276 0.209038 -0.135438 3
14778 -0.541242 -0.0708098 -0.327233 -0.956425 -0.0519414 0.252936 -0.1363 3
15050 -0.556458 -0.0760248 -0.347406 -0.947551 -0.0465701 0.286291 -0.134223 3
15281 -0.575856 -0.0792093 -0.357784 -0.938462 -0.0402952 0.311373 -0.143921 3
15501 -0.584756 -0.0763535 -0.359057 -0.932235 -0.0348367 0.324615 -0.156042 3
