0 0 0 0 0.948904 0.148891 -0.039424 -0.275426 2
107 0.00778755 -0.00277602 -0.00936121 0.954328 0.125982 -0.0566892 -0.264902 2
554 0.0125566 -0.00318666 -0.0104075 0.962861 0.12232 -0.0738329 -0.229097 2
741 0.0117209 -0.00319093 -0.00740615 0.963828 0.121094 -0.0701584 -0.226824 2
931 0.0138429 -0.0041931 -0.00768016 0.963908 0.117837 -0.0719834 -0.227627 2
1131 0.0160987 -0.00507297 -0.00868472 0.965171 0.112339 -0.0727777 -0.224786 2
1330 0.0222888 -0.00660189 -0.0127098 0.965341 0.106124 -0.0862095 -0.222313 2
1523 0.0328188 -0.0113383 -0.0198424 0.962583 0.108749 -0.123598 -0.215245 2
1715 0.0456184 -0.0186427 -0.0359175 0.962265 0.102664 -0.163458 -0.1918 2
1901 0.0529164 -0.020526 -0.044535 0.960433 0.108584 -0.182308 -0.180395 2
2096 0.0636651 -0.028206 -0.0561266 0.959532 0.0993783 -0.204136 -0.166587 2
2285 0.0755719 -0.0330019 -0.0696235 0.957158 0.088461 -0.229862 -0.152274 2
2475 0.0844737 -0.0320421 -0.0782572 0.952842 0.0883713 -0.244967 -0.155801 2
2664 0.0962574 -0.0392609 -0.0918152 0.951949 0.0630169 -0.263075 -0.143577 2
2863 0.107645 -0.0394744 -0.101551 0.945388 0.0570989 -0.294125 -0.12834 2
3056 0.123697 -0.0387506 -0.108754 0.929669 0.0634958 -0.339262 -0.128787 2
3251 0.138357 -0.0418058 -0.117775 0.916585 0.0558508 -0.378138 -0.117326 2
3431 0.147547 -0.0406812 -0.120077 0.90013 0.0604259 -0.41762 -0.108206 2
3611 0.15574 -0.0419335 -0.123312 0.880573 0.0712472 -0.457839 -0.0994928 2
3790 0.157956 -0.0432965 -0.12251 0.865611 0.0770537 -0.485809 -0.0936473 2
3949 0.159026 -0.0452571 -0.123183 0.861099 0.0767247 -0.493902 -0.0931844 2
4111 0.158455 -0.0467935 -0.126405 0.86379 0.0746688 -0.489799 -0.0915907 2
4279 0.151593 -0.0468648 -0.127276 0.880387 0.0705685 -0.458911 -0.0966415 2
4456 0.136906 -0.0432242 -0.123656 0.904847 0.0707602 -0.40637 -0.105395 2
4635 0.122229 -0.044443 -0.118624 0.926511 0.0581965 -0.356914 -0.103933 2
4819 0.104968 -0.0442581 -0.11237 0.945909 0.0487499 -0.304056 -0.102129 2
5028 0.0885974 -0.0445331 -0.105366 0.962115 0.0379416 -0.250257 -0.101323 2
5223 0.0728927 -0.0430878 -0.097936 0.973223 0.0360885 -0.201281 -0.104982 2
5416 0.0617304 -0.0454564 -0.0911567 0.980886 0.029714 -0.162281 -0.103171 2
5614 0.0484894 -0.0459054 -0.0805158 0.988053 0.0272269 -0.1096 -0.10487 2
5803 0.0381947 -0.0462256 -0.068243 0.991084 0.0252218 -0.0722848 -0.109044 2
5993 0.0271335 -0.046119 -0.0575438 0.992919 0.0259822 -0.03541 -0.110376 2
6189 0.0144539 -0.0462791 -0.0437093 0.993685 0.0236426 0.0128711 -0.10893 2
6387 0.00508597 -0.0480374 -0.0351245 0.992117 0.0168215 0.0584044 -0.109589 2
6597 -0.00379291 -0.0488176 -0.0292188 0.990253 0.00528135 0.088769 -0.107198 2
6799 -0.00979809 -0.0511472 -0.0229603 0.988154 -0.00880418 0.117003 -0.0989169 2
6987 -0.013393 -0.0509665 -0.0164434 0.986155 -0.0128566 0.13326 -0.0978514 2
7185 -0.0168164 -0.051171 -0.00833568 0.983588 -0.0176262 0.151348 -0.0966293 2
7382 -0.018316 -0.0534293 0.000179331 0.981372 -0.0251119 0.165138 -0.0949065 2
7576 -0.0220005 -0.0550157 0.00940323 0.979631 -0.025274 0.176378 -0.0926034 2
7769 -0.0286625 -0.0592001 0.0205896 0.978124 -0.0312698 0.191493 -0.0750048 2
7969 -0.0328617 -0.0748023 0.0317247 0.980502 -0.0548272 0.185009 -0.0371618 2
8162 -0.0366004 -0.0781852 0.0398829 0.977894 -0.0724083 0.191977 -0.0403272 2
8355 -0.0338436 -0.0791955 0.0466075 0.974 -0.0954699 0.201393 -0.0406272 2
8545 -0.0338873 -0.0813022 0.0533408 0.966602 -0.123447 0.222048 -0.033709 2
8734 -0.0366861 -0.0846659 0.0577274 0.962238 -0.140341 0.232502 -0.0185773 2
8934 -0.0394435 -0.0878836 0.0619875 0.956194 -0.158193 0.246244 -0.00562572 2
9121 -0.0389724 -0.0908752 0.0643388 0.952573 -0.17131 0.251413 0.00698392 2
9310 -0.0419302 -0.0925137 0.0658875 0.949182 -0.180013 0.257796 0.0137499 2
9497 -0.043665 -0.0911595 0.0685192 0.947438 -0.178132 0.265622 0.00868788 2
9692 -0.043044 -0.0910729 0.0715382 0.945576 -0.176346 0.273448 0.00371933 2
9891 -0.0435461 -0.0921575 0.0708002 0.946797 -0.173748 0.270846 0.0053983 2
10087 -0.04509 -0.0912403 0.0657114 0.950321 -0.166607 0.262908 0.00351437 2
10273 -0.0484149 -0.0871892 0.058726 0.956651 -0.155243 0.246258 0.00866573 2
10461 -0.0426884 -0.0890437 0.0507702 0.968027 -0.144612 0.204381 0.0154489 2
10652 -0.0238695 -0.0996795 0.0410489 0.978826 -0.156324 0.130739 0.0192516 2
10839 -0.0139402 -0.101756 0.0395284 0.982315 -0.157858 0.10063 -0.00334031 2
11033 -0.0043286 -0.1052 0.0249516 0.988023 -0.145453 0.0515096 0.0012366 2
11221 0.00671621 -0.120722 0.00118283 0.988203 -0.15051 -0.0129726 0.0251684 2
11408 0.0171463 -0.119794 -0.00441476 0.989059 -0.140868 -0.0405736 0.0165221 2
11593 0.0285114 -0.119479 -0.00642697 0.988445 -0.13877 -0.0609895 -0.000658772 2
11792 0.0373143 -0.122333 -0.00912301 0.985503 -0.14566 -0.0859736 0.0132353 2
11978 0.0426374 -0.123648 -0.00928078 0.984914 -0.146324 -0.091979 0.00852231 2
12168 0.0408656 -0.129872 -0.00330843 0.986996 -0.140163 -0.0786145 0.00373354 2
12358 0.0252315 -0.140107 0.016905 0.99381 -0.0994112 -0.0399832 0.0293489 2
12551 -0.000833338 -0.154442 0.0446345 0.997754 -0.0501344 0.022693 0.0382003 2
12747 -0.025659 -0.170526 0.0710871 0.995586 -0.0138223 0.0754302 0.054108 2
12948 -0.0501384 -0.194007 0.0988101 0.989614 0.0187777 0.123574 0.0709955 2
13151 -0.0718099 -0.220107 0.119198 0.983274 0.0467254 0.150103 0.0919704 2
