-5.21541e-08 0.121761 -1.14841 0.005
-5.21541e-08 2.22237 -0.63065 0.005
0.976953 0.0354499 -2.24808 3.81679e-05
1.05846 0.0453948 -2.26126 5.37634e-05
1.03668 0.140586 -2.26966 5.43478e-05
1.06877 0.13538 -2.27989 1.89681e-06
1.13535 0.0481409 -2.26759 0.000555556
1.0368 0.171122 -2.26279 7.35294e-05
1.08095 0.171663 -2.28164 2.88018e-06
1.25588 0.350309 -2.44478 5e-05
0.211827 0.0165048 -1.46302 1.52905e-05
0.241897 0.0157323 -1.443 0.000833333
0.11911 0.18622 -1.45124 0.000125
0.00211421 0.31562 -1.48952 0.000416667
0.26491 0.310588 -1.53054 3.90625e-05
0.26955 0.316058 -1.51475 0.000192308
0.232725 0.0303757 -1.43271 9.80392e-05
0.246741 0.0223045 -1.43103 0.0002
0.1424 0.205026 -1.42591 7.93651e-05
0.367187 0.30883 -1.55094 3.78788e-05
0.401224 0.318963 -1.53752 0.00166667
0.474851 0.000109285 -1.42987 0.005
0.200101 0.356216 -1.53624 6.17284e-05
0.275197 0.3443 -1.53773 2.30415e-05
0.222821 0.37905 -1.51179 0.000208333
0.294042 0.337738 -1.50684 2.04082e-05
0.380681 0.327936 -1.55097 5.43478e-05
0.411516 0.339051 -1.54376 6.94444e-05
0.387926 0.339062 -1.51911 0.0005
1.59951 0.150365 -2.26108 0.005
1.59873 0.214011 -2.27401 0.000357143
1.59966 0.284619 -2.26973 0.005
1.60679 0.152708 -2.26613 0.000138889
1.60784 0.207267 -2.27559 1.22549e-05
1.6096 0.267741 -2.27017 3.28947e-05
1.28011 0.374775 -2.46563 0.00166667
1.59731 0.274763 -2.23509 0.001
1.60888 0.188082 -2.23321 0.000128205
1.60339 0.277619 -2.2371 0.000238095
2.46605 0.0519796 -2.40749 0.000121951
2.52098 0.0324011 -2.41111 4.80769e-05
2.47423 0.0923742 -2.40064 0.00166667
2.53017 0.104587 -2.40744 8.06452e-05
2.38774 0.0757968 -2.34294 0.000294118
2.38067 0.110188 -2.35035 4.06504e-05
2.3803 0.0560139 -2.27799 7.24638e-05
2.30753 0.135139 -2.30001 6.09756e-05
2.3602 0.136952 -2.29321 1.55763e-05
2.45493 0.0411361 -2.35179 9.57854e-06
2.50818 0.0400484 -2.36286 9.86193e-06
2.43594 0.12061 -2.35409 1.89394e-05
2.52962 0.113349 -2.35245 1.25e-05
2.44409 0.0454599 -2.29593 1.30208e-05
2.50474 0.0359128 -2.29946 2.7027e-05
2.43073 0.110992 -2.29017 1.44928e-05
2.5199 0.110166 -2.29767 2.27273e-05
2.31468 0.162276 -2.27019 0.005
2.36356 0.168461 -2.28082 5.88235e-05
2.44984 0.162292 -2.324 0.000833333
2.52692 0.165563 -2.33243 0.00016129
2.43915 0.176526 -2.28548 4.62963e-05
2.52043 0.185052 -2.28706 6.94444e-05
2.23153 0.0511983 -2.17202 7.14286e-05
2.2335 0.0301568 -2.13965 0.000166667
2.21704 0.116512 -2.10311 3.44828e-05
2.23278 0.160668 -2.13831 0.001
2.22696 0.129642 -2.05247 4.58716e-05
2.23716 0.142622 -1.99596 0.0025
2.28056 0.0391462 -2.17201 1.04384e-05
2.32617 0.0341169 -2.16757 3.84615e-05
2.28709 0.128503 -2.16951 1.28205e-05
2.32723 0.101292 -2.16389 0.000263158
2.29323 0.0364145 -2.12252 2.15517e-06
2.34003 0.0451617 -2.10786 4.70367e-06
2.28643 0.123367 -2.11885 1.63399e-06
2.34042 0.114449 -2.11114 5.82751e-06
2.44585 0.123467 -2.23875 0.001
2.40189 0.00219294 -2.08184 0.0025
2.28897 0.165088 -2.16633 0.000147059
2.37035 0.17779 -2.21342 0.00166667
2.28007 0.166348 -2.12311 1.19904e-05
2.35361 0.181626 -2.12975 0.000172414
2.45806 0.192253 -2.22815 0.00125
2.5214 0.2024 -2.22545 0.000714286
2.42568 0.198205 -2.12699 0.0025
2.30524 0.0341497 -2.04894 4.04531e-06
2.34769 0.0427409 -2.03613 1.4518e-06
2.29913 0.121659 -2.04934 2.12314e-06
2.34163 0.113393 -2.03025 2.71592e-06
2.30671 0.0249247 -1.98457 5.31915e-05
2.36418 0.0426251 -1.95704 1.00806e-06
2.30535 0.129737 -1.96878 6.82128e-06
2.35636 0.115028 -1.95783 1.19847e-06
2.40746 0.0417832 -2.03775 6.75676e-05
2.4175 0.118862 -2.02109 2.45098e-05
2.41757 0.0371069 -1.94299 8.22368e-06
2.42779 0.122885 -1.95427 1.03093e-05
2.50148 0.108117 -1.92581 0.000357143
2.2965 0.164343 -2.04976 3.84615e-05
2.34945 0.168096 -2.03103 2.33645e-05
2.30453 0.161386 -1.95816 0.000625
2.37098 0.166425 -1.9624 2.30415e-05
2.43278 0.18823 -2.03224 0.000135135
2.5237 0.210106 -2.02229 0.000625
2.42841 0.177808 -1.95537 6.17284e-05
2.51331 0.198411 -1.95742 0.000333333
2.14985 0.860474 -2.08308 0.000416667
2.18098 0.866922 -2.09529 0.000142857
2.05974 0.848158 -2.01553 6.49351e-05
1.9876 0.846308 -1.94288 5.49451e-05
2.02791 0.853851 -1.96834 3.28947e-05
2.07417 0.882382 -1.95702 0.00125
2.11279 0.859241 -2.04315 2.6178e-05
2.17141 0.870682 -2.06819 0.000227273
2.15387 0.88226 -2.04197 0.0025
2.16354 0.885006 -2.04536 0.0025
2.0933 0.870328 -1.98621 0.000227273
2.08227 0.883411 -1.96524 0.00125
1.90895 0.555039 -1.85528 0.00166667
1.89465 0.580775 -1.84392 0.000128205
1.88511 0.557313 -1.82898 0.000333333
1.87812 0.578987 -1.83098 6.0241e-05
1.43375 0.0561917 -1.46431 1.54321e-05
1.43484 0.132042 -1.46114 3.3557e-05
1.46951 0.0298233 -1.4487 8.371e-07
1.52443 0.0130867 -1.44317 0.000238095
1.46006 0.127693 -1.44934 3.27011e-06
1.43496 0.190181 -1.46722 7.08215e-06
1.43425 0.296174 -1.45865 1.51515e-05
1.46079 0.197961 -1.45782 1.31961e-06
1.52076 0.219285 -1.44105 0.0025
1.46651 0.287669 -1.45027 1.23274e-06
1.5236 0.274134 -1.44257 0.000384615
1.4383 0.0558322 -1.43427 7.69231e-05
1.43743 0.100505 -1.42832 0.000116279
1.47221 0.0400714 -1.40635 1.34485e-07
1.53485 0.041793 -1.40338 2.74273e-06
1.47333 0.119205 -1.40131 1.56362e-07
1.53487 0.11393 -1.39272 2.43309e-06
1.48464 0.0413094 -1.32093 2.47292e-07
1.54923 0.0406222 -1.31683 1.67224e-05
1.4819 0.119503 -1.32205 2.59014e-07
1.55598 0.130516 -1.33934 1.18765e-05
1.43741 0.204995 -1.42921 4.95049e-05
1.4366 0.284449 -1.42271 2.34742e-05
1.46859 0.198289 -1.40252 2.02642e-07
1.53432 0.199035 -1.39373 6.89655e-06
